hip;plx;plx_err;ruwe;teff_spec;radius_flame;lum_flame;diam_mas;diam_n
96517;5.5096;0.0169;1.042;;4.285;49.770;;
96523;3.0491;0.0255;1.334;5026;;;;
96530;7.1139;0.0258;1.059;;2.010;17.345;;
96533;1.5573;0.0199;1.068;3701;;;;
96534;11.5135;0.0222;0.811;;1.736;7.158;;
96536;31.5770;0.0972;1.124;6284;2.008;5.518;;
96539;6.4077;0.0248;0.979;;2.666;13.301;;
96545;;;;;;;;
96546;2.1611;0.0198;1.063;3965;74.493;1859.309;;
96550;5.2544;0.0250;0.932;;2.100;40.747;;
96551;12.7742;0.0223;0.929;6272;1.593;5.048;;
96556;31.1168;0.0913;1.390;;1.793;5.385;;
96558;5.3827;0.0194;0.905;4873;11.991;84.668;;
96567;;;;;;;;
96568;2.4138;0.0356;0.949;;;;;
96571;8.4191;0.2485;9.231;;2.398;15.336;;
96572;;;;;;;0.726;1
96576;30.6600;0.0248;1.636;;1.190;1.007;;
96577;7.6370;0.0234;0.880;5000;8.131;32.715;;
96579;5.8421;0.0165;0.934;4933;;;;
96588;3.8154;0.0401;1.286;;;;;
96590;1.8758;0.0182;1.018;3862;;;;
96595;4.6653;0.0135;0.923;4704;12.125;65.297;;
96598;5.8505;0.0289;0.931;;2.827;23.809;;
96601;6.5904;0.0165;0.821;4739;11.288;63.836;;
96602;4.2908;0.0164;0.951;4848;9.695;52.178;;
96603;8.3863;0.0493;1.594;;;;;
96607;6.4188;0.0246;1.015;4855;12.007;79.963;;
96608;1.4147;0.0205;0.907;8952;;;;
96609;3.9775;0.0156;1.031;4371;15.389;107.932;;
96610;9.4950;0.0279;0.906;;1.730;27.531;;
96612;2.4934;0.0222;1.013;;5.025;192.623;;
96617;1.9323;0.0411;1.282;;6.472;509.392;;
96618;7.3001;0.0239;0.946;;1.654;15.101;;
96619;7.6446;0.0361;1.407;7855;1.775;29.071;;
96620;24.7090;0.0288;1.006;6506;1.960;5.821;;
96622;11.3501;0.0220;1.007;;2.205;12.340;;
96630;1.3379;0.0465;1.046;;;;;
96631;5.4702;0.0190;0.969;;3.269;22.156;;
96638;2.1376;0.0263;0.951;;;;;
96644;3.6755;0.0632;1.006;;3.541;239.546;;
96648;2.6663;0.0224;0.916;8217;3.928;110.180;;
96655;6.8594;0.0210;0.870;6273;;;;
96659;0.5631;0.0329;0.973;;;;;
96661;2.0566;0.0299;1.005;;3.937;219.246;;
96665;4.1557;0.0775;0.767;;6.119;2327.082;;
96666;9.6544;0.0276;1.008;7361;1.870;9.107;;
96667;9.6819;0.0379;0.809;;1.886;9.794;;
96671;0.8366;0.0366;1.296;;;;;
96680;12.8981;0.0241;1.109;6746;1.712;5.049;;
96683;12.7786;0.1207;1.363;4926;12.620;91.956;;
96686;7.0624;0.0175;1.116;4331;;;;
96688;1.1320;0.0524;0.854;4250;;;;
96691;;;;;;;;
96694;2.3937;0.0230;1.015;4010;;;;
96697;1.7707;0.0323;1.012;;;;;
96700;1.8298;0.0215;1.020;4347;34.473;530.209;;
96701;10.2576;0.0219;1.018;;2.359;10.819;;
96706;6.9691;0.0190;0.933;4944;10.814;64.636;;
96708;4.6380;0.0709;4.340;4893;;;;
96709;3.2031;0.0274;0.953;;;;;
96711;5.2541;0.0181;0.949;4679;11.282;54.935;;
96717;5.0289;0.0222;0.862;;3.080;22.795;;
96718;8.7587;0.0323;1.110;7377;1.873;11.690;;
96719;5.3054;0.0251;1.060;4966;8.280;32.734;;
96721;9.8017;0.0327;1.221;;3.302;26.095;;
96726;9.5360;0.0215;0.933;6524;2.057;6.646;;
96729;;;;;;;;
96732;7.7043;0.0199;1.076;5072;5.961;20.797;;
96733;3.4168;0.0166;0.915;4203;;;;
96734;10.5611;0.0458;0.948;;;;;
96736;4.5857;0.0433;0.988;;2.860;234.971;;
96738;2.4067;0.0872;2.025;;3.426;536.909;;
96741;3.7968;0.0338;1.027;8108;;;;
96746;5.3133;0.0194;1.035;4424;;;;
96752;2.1950;0.0279;1.001;3954;46.352;912.837;;
96753;7.5459;0.0301;1.013;;1.784;32.256;;
96754;16.5883;0.3936;13.913;5991;1.611;2.915;;
96755;5.0664;0.0140;1.029;4701;10.048;59.992;;
96757;7.6353;0.1109;0.861;5289;18.095;339.355;1.018;1
96760;7.5040;0.0416;1.087;4793;;;;
96763;1.8611;0.0190;0.997;3825;;;;
96765;2.7933;0.0172;0.927;4322;;;;
96771;6.9549;0.0270;1.131;;3.205;145.350;;
96772;3.7090;0.0319;0.904;;2.782;159.101;;
96778;2.2400;0.0598;1.210;7613;;;;
96781;7.7297;0.0224;0.932;4681;9.756;79.826;;
96783;4.9026;0.1531;5.875;4699;17.416;151.608;;
96784;1.3738;0.0317;0.947;;;;;
96786;9.0625;0.0233;1.012;;2.001;17.251;;
96788;3.1750;0.0228;0.992;;;;;
96789;0.9658;0.0196;0.775;8202;;;;
96800;5.3404;0.0176;1.153;4622;;;;
96801;2.0662;0.0316;0.904;;;;;
96803;2.9595;0.0260;0.859;4379;;;;
96804;1.6080;0.0155;0.893;4697;;;;
96805;2.6020;0.0857;2.071;4250;;;;
96806;5.5716;0.0274;1.030;;3.122;81.372;;
96808;12.9921;0.1127;0.879;4596;;;;
96813;20.5926;0.0285;0.912;6509;1.517;3.081;;
96815;7.2761;0.0180;1.098;6234;2.468;11.035;;
96816;11.4711;0.0167;0.956;6096;1.991;4.732;;
96817;4.1559;0.0140;1.008;4825;9.491;65.982;;
96820;8.2031;0.0212;1.000;6144;2.561;8.499;;
96823;3.0097;0.0260;0.995;4126;28.779;279.790;;
96825;19.7519;0.0739;1.304;6435;3.280;18.486;;
96828;2.3044;0.0245;0.939;8000;;;;
96830;5.5015;0.0372;1.022;;2.827;20.509;;
96831;4.9003;0.0206;1.039;4347;15.238;110.861;;
96836;1.4392;0.0186;1.034;;;;3.305;1
96837;7.3764;0.1090;1.777;4758;;;2.711;2
96840;;;;;;;;
96845;10.6780;0.0314;1.201;5761;2.443;8.636;;
96851;1.7190;0.0278;0.874;8828;;;;
96856;1.7456;0.0215;0.917;4166;;;1.026;1
96858;;;;;;;;
96866;0.9183;0.0347;0.945;;;;;
96872;1.9369;0.0135;0.971;3722;;;;
96882;4.4271;0.0420;1.168;3903;;;;
96884;2.5851;0.0217;1.025;3968;;;;
96885;0.5272;0.0188;0.997;7746;;;;
96888;2.3470;0.0184;0.908;3830;;;;
96892;3.6376;0.0146;0.975;4404;;;;
96894;2.9671;0.0599;2.108;;;;;
96895;47.3239;0.0197;1.007;5812;1.298;1.563;0.546;2
96896;7.8798;0.0269;0.884;7774;1.746;14.948;;
96901;47.3302;0.0171;0.987;5720;1.157;1.221;0.467;3
96903;;;;;;;;
96906;18.5559;0.0163;0.947;6343;1.320;2.528;;
96917;9.5729;0.0250;0.858;4300;;;;
96919;3.3699;0.0564;1.107;4250;;;;
96931;4.0515;0.0410;0.721;8902;3.933;267.524;;
96936;7.5959;0.0281;0.915;7819;2.143;25.906;;
96937;7.6753;0.0299;1.034;;2.167;10.341;;
96938;6.2030;0.1179;3.856;;;;;
96948;25.9582;0.0204;0.953;5766;1.100;1.110;;
96950;18.5348;0.0657;0.666;;3.248;21.914;;
96955;24.4430;0.0239;1.018;5864;1.064;1.038;;
96956;4.1854;0.0256;1.133;4351;18.927;173.153;;
96957;;;;;;;;
96958;4.7428;0.0259;1.032;;1.885;36.273;;
96962;1.3003;0.0458;1.122;8697;5.837;2111.992;;
96967;6.3765;0.0314;0.968;;2.887;17.105;;
96977;1.5718;0.0254;0.838;8062;;;;
96979;16.3624;0.0225;0.902;6569;1.924;5.238;;
96982;2.1304;0.0129;0.874;4768;;;;
96984;1.0164;0.0340;1.151;;;;;
96985;7.2971;0.0207;0.912;4591;10.774;66.528;;
96986;1.7123;0.0156;0.973;4085;;;;
96988;11.8580;0.0195;0.841;;2.555;13.826;;
96995;1.5806;0.0172;0.989;4598;;;;
96997;1.0421;0.0196;1.082;;;;;
97000;8.9186;0.0215;0.939;;2.206;9.033;;
97001;4.9540;0.0437;1.198;;2.434;133.257;;
97006;5.0592;0.0167;1.010;4567;13.116;63.007;;
97007;9.5216;0.0240;0.995;5012;3.701;7.613;;
97009;1.3901;0.0258;0.900;;;;;
97018;14.3692;0.0158;0.947;;1.674;6.591;;
97023;23.2165;0.0190;0.942;5709;1.661;2.869;;
97025;11.5439;0.0192;0.962;7179;1.527;5.344;;
97028;9.2550;0.0350;0.886;;2.291;49.983;;
97029;2.9694;0.0215;1.033;4467;;;;
97030;23.9315;0.0443;1.222;6018;0.995;1.025;;
97032;4.0216;0.0724;1.138;4250;;;;
97033;21.8625;0.0210;1.134;5990;2.166;5.339;;
97035;4.2665;0.0224;0.896;;3.308;92.210;;
97036;3.1036;0.0190;0.967;4158;23.269;183.361;;
97037;2.5998;0.0301;0.973;;4.504;148.844;;
97044;5.5414;0.0437;1.853;;3.523;30.222;;
97045;0.5622;0.0327;0.890;;;;;
97047;4.0400;0.0250;0.970;4635;9.793;55.051;;
97050;3.0364;0.0366;0.890;;3.924;459.198;;
97064;7.6275;0.0332;0.956;;2.421;12.010;;
97067;3.3635;0.0542;1.312;;;;;
97070;12.2335;0.0174;0.836;5020;5.840;24.398;0.731;1
97076;5.5781;0.0217;1.112;4467;;;;
97078;1.6140;0.0145;1.004;3752;;;;
97079;5.3321;0.0208;1.044;;1.958;21.377;;
97081;5.2275;0.0589;0.972;3888;;;;
97083;2.1606;0.0516;0.996;;;;;
97086;8.4143;0.1648;8.647;;1.976;9.812;;
97087;2.9799;0.0352;0.969;;;;;
97094;2.1948;0.0147;1.108;4250;;;;
97100;5.0594;0.0225;1.111;;2.387;48.257;;
97101;1.5747;0.0222;0.968;4451;;;;
97108;3.8818;0.0320;0.837;;2.695;55.729;;
97118;11.0494;0.0786;0.929;4899;;;1.196;1
97119;7.4251;0.0188;0.963;;2.672;13.294;;
97122;6.8231;0.0417;0.992;8299;3.760;96.032;;
97131;4.3490;0.0291;1.065;4360;19.747;178.616;;
97135;2.3299;0.0307;0.883;3721;;;;
97136;1.8740;0.0265;1.088;4250;;;;
97138;4.4569;0.0806;3.193;;;;;
97141;2.2211;0.0254;0.839;3850;66.281;2214.984;;
97142;2.6396;0.0454;1.005;4250;;;;
97143;3.2671;0.0272;1.236;3972;;;;
97144;7.6946;0.0281;1.106;4916;9.100;50.026;;
97145;8.6903;0.0308;0.875;;1.686;22.478;;
97149;2.8451;0.0259;0.833;;;;;
97150;1.0275;0.0522;3.443;5910;41.502;1754.691;;
97151;3.3715;0.0517;1.159;4250;;;;
97157;4.7222;0.0320;1.090;3853;;;;
97159;2.2917;0.0160;0.858;4250;;;;
97162;;;;;;;;
97165;21.1474;0.5223;2.942;;;;0.837;2
97170;1.4343;0.0147;0.895;3764;;;;
97183;2.9003;0.0212;1.122;4593;;;;
97185;14.7857;0.0617;3.226;6211;1.533;2.911;;
97201;1.0854;0.0285;0.986;;;;;
97207;3.7079;0.0217;0.966;4386;23.252;223.445;;
97209;0.4799;0.0164;0.885;6752;;;;
97212;2.9277;0.0214;0.888;;4.886;188.522;;
97222;47.6711;0.0162;0.939;4897;0.747;0.238;;
97225;0.5696;0.0319;0.981;;;;;
97226;5.1880;0.0174;1.066;4771;10.818;58.395;;
97228;2.7042;0.0446;1.273;8000;;;;
97229;18.8840;0.0408;0.790;7398;1.668;9.856;;
97233;9.8374;0.0280;1.349;4899;4.882;12.320;;
97235;1.7183;0.0214;0.946;4250;;;;
97240;1.6228;0.0312;1.062;;4.530;728.799;;
97242;7.1656;0.0199;0.950;4679;13.148;76.521;;
97243;2.5862;0.0152;0.936;4115;;;;
97244;2.4191;0.0338;0.915;8884;;;;
97246;0.4577;0.0185;0.899;;;;;
97248;9.0059;0.0215;0.959;;2.512;9.567;;
97252;16.1412;0.0272;1.004;6241;1.210;2.071;;
97253;2.4610;0.0228;1.031;4401;21.936;233.149;;
97259;2.1209;0.0148;0.918;4099;;;;
97262;5.5056;0.0212;1.119;;2.785;20.752;;
97277;5.2399;0.0178;1.133;5891;4.208;20.394;;
97278;5.5899;0.3884;2.623;;;;7.175;4
97280;0.5354;0.0225;0.796;;;;;
97282;4.0406;0.0168;1.056;4514;14.676;101.630;;
97283;3.3902;0.0170;0.989;4372;19.571;171.001;;
97285;3.8501;0.0176;1.044;4779;12.025;75.011;;
97287;5.0479;0.0309;1.147;4579;10.992;46.487;;
97289;1.9183;0.0271;1.013;;;;;
97290;15.1855;0.1645;1.381;4699;;;;
97293;2.1973;0.0139;1.035;4880;;;;
97294;9.0951;0.0365;1.167;;1.830;5.644;;
97295;47.6516;0.0675;0.750;6179;1.638;3.737;;
97301;10.2570;0.0235;1.018;;1.666;6.712;;
97302;3.6406;0.0247;1.027;4641;11.377;75.614;;
97304;4.0972;0.0163;1.058;4624;;;;
97307;7.7486;0.0200;0.919;4460;;;;
97308;;;;;;;;
97319;16.1972;0.0330;0.980;;1.669;6.736;;
97332;5.0263;0.0135;0.982;4680;9.469;48.424;;
97336;21.7166;0.0157;0.906;5782;1.173;1.312;;
97340;4.6571;0.0224;1.004;4373;;;;
97342;3.2086;0.0221;0.925;5095;11.633;95.216;;
97345;3.6099;0.0296;1.076;3810;;;;
97351;2.5153;0.0429;0.957;4250;;;;
97355;3.8330;0.0199;0.935;4826;;;;
97357;2.6268;0.0490;1.034;;;;;
97358;32.6649;0.0296;1.016;5746;0.927;0.736;;
97359;2.5249;0.0196;0.941;3763;;;;
97360;7.6858;0.0353;1.251;;1.847;9.438;;
97363;7.0678;0.0225;1.022;7100;1.700;11.514;;
97365;;;;;;;8.575;2
97366;10.2742;0.0194;0.887;7589;1.506;7.859;;
97376;7.3528;0.0439;0.788;;2.790;123.718;;
97378;3.3593;0.0254;0.976;4006;;;;
97379;2.0447;0.0144;0.952;4001;;;;
97384;21.3727;0.0210;0.970;;1.846;3.559;;
97395;2.2817;0.0151;1.018;4022;;;;
97398;6.9603;0.0173;0.885;4642;10.662;59.481;;
97399;17.9049;0.0158;0.945;6003;1.314;1.862;;
97401;3.9401;0.0213;0.974;4969;;;;
97402;8.6197;0.0310;1.014;4764;11.068;61.351;;
97405;28.8706;0.0219;0.972;5699;0.994;0.867;;
97414;2.7272;0.0280;0.935;3936;;;;
97416;10.5619;0.0231;0.936;8208;1.639;22.416;;
97420;39.1912;0.0165;0.887;5409;1.028;0.990;;
97421;19.3152;0.0783;1.109;;2.145;15.658;;
97423;16.0291;0.0352;1.019;;1.723;10.753;;
97425;8.1377;0.0159;0.943;;1.973;8.009;;
97426;3.7298;0.0724;2.229;;2.662;106.128;;
97429;5.6711;0.0445;1.252;;1.900;16.126;;
97431;15.3419;0.0206;0.892;6613;1.868;5.559;;
97432;1.4865;0.0145;1.003;3984;77.268;2165.333;;
97433;21.3219;0.1256;2.076;4874;;;;
97434;0.9102;0.0176;0.848;4250;;;1.028;1
97438;36.4490;0.0149;0.836;5780;1.124;1.383;;
97440;1.8831;0.0579;1.257;;;;;
97441;8.3787;0.0240;0.893;;1.770;11.954;;
97450;7.5165;0.0334;1.254;6846;2.536;12.965;;
97454;1.2802;0.0391;1.218;5341;;;;
97455;6.6240;0.0254;1.121;4759;7.551;28.218;;
97462;1.8069;0.0136;0.966;4500;31.073;461.187;;
97464;7.8754;0.0150;0.991;5809;2.709;11.635;;
97466;1.5118;0.0306;1.111;7985;;;;
97468;1.7913;0.0203;1.008;4250;;;;
97469;;;;;;;;
97470;12.3212;0.0160;0.923;5166;2.968;5.859;;
97473;6.3883;0.0342;1.008;5170;11.453;94.665;;
97475;1.6742;0.0173;1.070;4047;;;;
97484;3.1232;0.0337;1.152;3863;59.136;1839.924;;
97485;0.6895;0.0250;0.884;;;;;
97489;;;;;;;;
97491;4.3872;0.0275;1.040;4545;;;;
97496;;;;;;;;
97498;1.4373;0.0264;1.078;;;;;
97509;20.0129;0.0165;0.845;6020;1.787;3.420;;
97510;6.1156;0.0234;0.963;;2.686;18.624;;
97511;7.6787;0.0248;1.002;;1.687;28.508;;
97515;21.4247;0.0389;1.053;6555;;;;
97516;1.8890;0.0243;0.955;5925;15.117;226.363;;
97517;21.4953;0.0157;0.965;5991;1.154;1.419;;
97524;11.5222;0.0237;0.983;;1.576;4.544;;
97525;1.9990;0.0219;0.874;4767;20.100;224.795;;
97527;19.0274;0.0161;0.943;6259;1.292;2.208;0.231;1
97528;6.3973;0.0235;1.014;8151;2.133;34.833;;
97533;4.3682;0.0351;1.077;7982;3.317;75.930;;
97536;3.9356;0.0164;0.879;4187;;;;
97537;21.1431;0.0179;0.904;5969;1.019;1.213;;
97538;4.7842;0.0220;0.964;4935;15.616;182.926;;
97539;5.1902;0.0236;1.114;4567;11.093;66.023;;
97540;3.3320;0.0173;0.970;4081;;;;
97542;3.7772;0.0180;1.009;4694;;;;
97546;21.8435;0.0251;1.039;6075;1.397;2.235;;
97557;22.2041;0.0242;1.014;5969;1.128;1.303;;
97560;2.7778;0.0254;0.981;5153;12.025;111.003;;
97561;12.9652;0.0228;1.186;6405;1.976;5.952;;
97564;15.3912;0.0351;0.966;;;;;
97568;12.0812;0.0287;0.915;;1.549;5.222;;
97569;3.3423;0.0220;1.007;4091;;;;
97572;1.8763;0.0486;1.232;;;;;
97575;8.1320;0.0267;1.048;6426;2.557;9.570;;
97580;2.7289;0.0160;0.958;4520;;;;
97581;11.0178;0.0311;1.100;;1.618;10.366;;
97590;10.9266;0.0227;1.082;;1.705;6.340;;
97593;7.0910;0.0274;1.115;4643;8.845;42.742;;
97595;1.1398;0.0145;1.023;4186;57.665;1206.538;;
97598;3.1998;0.0655;1.069;4250;;;;
97599;7.0452;0.0198;0.995;4541;11.297;46.901;;
97602;2.3712;0.0421;1.132;;;;;
97607;1.5275;0.0369;1.012;;;;;
97609;3.0910;0.0383;1.256;;;;;
97611;3.8093;0.0681;0.998;;;;;
97612;17.5936;0.0266;0.947;6262;2.100;5.648;;
97616;9.3151;0.0241;0.957;;1.640;6.164;;
97618;2.0007;0.0419;1.017;;;;;
97619;3.0892;0.0307;1.072;;3.945;126.688;;
97626;2.7951;0.0243;0.820;;4.230;141.140;;
97629;6.2686;0.2796;2.314;;;;38.480;6
97630;4.5710;0.0963;0.933;4250;;;;
97634;0.8673;0.0510;0.898;;;;;
97635;16.2339;0.0762;1.007;4351;;;;
97636;2.8476;0.0193;0.916;;4.397;105.197;;
97637;4.2997;0.0289;1.075;4914;8.583;45.237;;
97639;4.8401;0.0286;1.057;;2.922;25.988;;
97646;10.8232;0.0813;1.210;;;;;
97649;;;;;;;3.386;4
97650;36.4182;0.0805;1.099;;1.552;4.340;;
97651;1.6860;0.0613;0.888;4250;;;;
97653;3.7216;0.0207;1.053;;3.221;34.938;;
97654;10.0008;0.0158;0.965;6750;1.758;5.450;;
97655;5.2691;0.0370;0.840;;4.645;205.400;;
97659;4.9261;0.0341;1.106;;3.649;41.773;;
97660;15.5899;0.0228;0.934;6496;1.429;3.356;;
97662;5.9226;0.0315;0.954;;2.108;38.035;;
97663;5.0862;0.0319;0.956;;2.077;55.234;;
97665;4.1983;0.0126;0.941;4824;12.322;100.851;;
97674;16.8138;0.0471;0.961;;;;;
97675;51.3133;0.0898;0.870;6070;1.548;2.836;;
97678;1.6362;0.0188;1.076;3771;;;;
97679;5.1710;0.1070;1.150;;4.646;1033.984;;
97684;5.3690;0.0334;0.919;;2.043;56.948;;
97687;5.8041;0.0711;1.130;4154;33.075;370.113;;
97689;4.2049;0.0148;1.032;4863;9.504;53.653;;
97692;3.7046;0.0204;1.014;4600;15.138;112.052;;
97700;15.3103;0.0990;5.484;;2.419;10.847;;
97709;1.4832;0.0285;0.834;4095;87.969;2682.198;;
97710;7.4926;0.0214;0.965;5962;3.160;10.678;;
97717;0.3729;0.0211;1.203;5162;;;;
97719;12.7879;0.0184;0.939;5714;1.991;3.611;;
97720;12.5043;0.0181;1.017;6520;1.587;3.870;;
97726;6.3886;0.0201;1.048;4662;10.427;54.124;;
97727;1.9019;0.0320;1.146;3742;;;;
97730;1.7966;0.0318;0.975;8000;;;;
97734;4.2274;0.0187;0.984;;5.255;70.488;;
97736;4.1659;0.0223;1.070;;;;;
97737;14.3854;0.0237;1.020;6530;1.770;5.218;;
97738;11.4077;0.0508;2.315;;2.927;11.533;;
97739;3.8017;0.0241;1.122;4023;;;;
97741;1.8782;0.0329;1.307;;;;;
97742;7.2281;0.0255;0.986;4565;;;;
97748;1.8150;0.0240;1.070;3908;;;;
97754;1.8165;0.0201;1.050;4086;42.261;425.549;;
97755;1.7185;0.0360;1.289;;;;;
97757;0.5038;0.0517;0.863;;;;;
97760;1.7932;0.0387;1.286;;;;;
97765;0.6566;0.1340;1.669;;;;;
97767;37.0027;0.0269;0.878;5729;1.545;2.167;;
97768;2.7893;0.0205;0.992;4304;;;;
97771;5.8200;0.0228;0.971;4626;;;;
97774;1.1158;0.0533;1.044;;;;;
97776;5.5111;0.0199;0.933;4752;15.212;117.493;;
97777;6.2538;0.0217;0.974;;1.846;34.533;;
97779;31.0765;0.0209;0.930;6010;1.088;1.198;;
97780;6.8111;0.0250;1.007;;2.293;13.382;;
97783;11.3269;0.2564;6.659;4723;;;;
97787;2.1504;0.0358;0.807;8524;;;;
97788;5.3643;0.0162;0.886;4190;;;;
97789;4.1435;0.0328;1.037;4139;;;;
97792;2.0552;0.0268;1.049;;3.959;172.965;;
97794;0.7868;0.0229;0.952;5333;40.285;1619.597;;
97796;0.5174;0.0366;0.862;;;;;
97799;2.3268;0.0275;1.368;4147;30.668;310.663;;
97801;2.4429;0.0215;1.049;4095;41.946;633.994;;
97802;2.5492;0.0218;0.968;4106;38.672;567.619;;
97804;3.6715;0.1942;2.561;5212;53.006;2846.124;1.767;2
97812;7.4241;0.0161;0.866;;1.911;12.667;;
97816;8.0046;0.0705;1.500;4957;11.433;88.291;;
97818;1.8708;0.0360;0.956;;;;;
97819;7.8714;0.0370;1.055;;2.511;68.831;;
97824;2.8979;0.0280;0.921;;6.504;277.440;;
97832;1.7820;0.0310;1.027;;;;;
97833;2.9613;0.0336;1.032;;3.348;224.315;;
97834;4.2630;0.0377;1.096;;;;;
97838;4.8401;0.0223;0.894;;1.886;34.467;;
97845;0.9568;0.0373;0.992;;;;;
97846;18.5512;0.0162;1.001;5319;1.884;2.599;;
97847;1.4336;0.0147;0.949;3851;;;;
97851;;;;;;;;
97859;4.6602;0.0196;0.969;4550;;;;
97862;2.3679;0.0133;1.042;3848;;;;
97866;13.9824;0.0642;2.842;6060;1.928;4.498;;
97867;5.7425;0.0190;0.982;4684;10.945;59.531;;
97869;2.8388;0.0152;0.974;4238;26.858;275.805;;
97870;5.3644;0.1033;1.045;;4.495;641.054;0.285;1
97871;11.8667;0.0616;0.821;7456;2.611;29.221;0.246;1
97876;6.7588;0.0232;0.947;;2.165;53.211;;
97878;2.5800;0.0136;0.852;5035;13.081;131.596;;
97879;4.2659;0.3786;15.732;;4.533;47.473;;
97886;9.6342;0.0902;0.761;;;;;
97892;9.5291;0.1057;3.056;;;;;
97895;1.5934;0.0328;0.876;;5.207;3144.003;;
97898;3.4468;0.0261;1.071;4350;;;;
97900;9.7343;0.0241;1.016;;1.661;7.731;;
97903;1.7616;0.0262;0.969;;;;;
97904;0.9740;0.0225;0.978;4894;;;;
97906;1.5843;0.0142;1.012;4618;;;;
97907;1.7178;0.0331;0.997;;;;;
97910;2.1984;0.0134;0.889;4054;;;;
97911;4.9781;0.0227;1.047;;2.493;49.558;;
97914;3.3796;0.0194;0.951;;;;;
97915;6.4607;0.0261;0.905;;2.733;36.119;;
97916;8.8701;0.0209;1.078;4933;4.636;12.799;;
97918;12.7791;0.0209;1.018;6056;1.750;3.276;;
97919;1.8202;0.0198;1.313;4400;;;;
97928;5.5025;0.0807;1.053;3888;45.433;896.269;;
97930;2.9803;0.0180;1.002;3880;;;;
97931;2.3270;0.0192;0.923;4792;;;;
97938;17.5183;0.1006;1.826;4615;;;1.692;2
97942;2.2331;0.0177;0.862;4231;;;;
97944;70.7010;0.0350;1.225;;1.251;0.729;;
97957;1.8135;0.0325;1.846;3874;;;;
97959;2.1746;0.0140;0.963;3787;;;;
97964;4.3506;0.0205;0.888;4529;14.633;99.183;;
97965;3.9036;0.0141;0.923;4911;;;;
97966;7.2445;0.0935;0.883;;2.814;164.771;;
97967;7.2765;0.0559;0.981;;2.197;86.125;;
97970;12.6651;0.0321;0.813;;1.697;26.724;;
97978;1.9576;0.0144;0.985;3872;;;;
97979;2.6544;0.0223;0.992;4033;;;;
97980;6.2550;0.0699;0.897;;;;;
97982;1.6173;0.0327;1.023;;5.214;458.561;;
97985;2.6343;0.0270;0.895;5330;;;;
97989;1.7325;0.0171;1.039;3875;;;;
97990;5.9380;0.0149;0.889;4799;9.272;47.521;;
97993;2.9673;0.0220;1.004;4606;13.869;98.053;;
97996;9.7496;0.0181;0.977;6179;1.957;6.116;;
97997;;;;;;;;
98004;3.2172;0.0159;1.009;4640;17.326;137.347;;
98011;6.0530;0.0159;0.942;4645;10.110;55.759;;
98013;6.5032;0.0137;0.973;4657;;;;
98017;2.9565;0.0395;0.959;;;;;
98023;4.9313;0.0206;0.895;4626;9.183;45.225;;
98026;1.3743;0.0510;0.960;;4.161;2130.328;;
98028;6.9183;0.0188;1.105;;2.570;15.622;;
98029;3.3284;0.0217;1.103;4140;;;;
98031;5.7443;0.6139;4.191;;;;;
98036;73.5249;0.1415;2.880;;;;2.173;2
98039;3.0879;0.0941;5.047;4353;;;;
98044;7.2200;0.0203;1.006;4725;;;;
98045;11.5925;0.0286;1.374;;2.275;10.531;;
98048;2.5836;0.0921;4.014;3890;;;;
98053;4.4292;0.0230;0.863;;2.524;47.421;;
98058;1.4907;0.0165;1.010;4215;;;;
98061;0.7877;0.0281;0.977;;;;;
98069;12.3106;0.0261;1.003;6274;1.709;4.875;;
98071;6.2617;0.2036;9.644;;2.785;77.999;;
98073;3.6680;0.0864;1.228;3918;;;2.950;1
98079;6.4623;0.0217;0.950;4887;9.118;56.122;;
98083;2.9380;0.0220;0.968;4048;36.757;461.060;;
98086;4.8509;0.0208;0.826;4222;;;;
98090;2.2910;0.0391;1.065;;5.110;312.103;;
98093;2.6193;0.0350;1.177;;;;;
98094;1.9706;0.0364;1.152;;;;;
98099;2.3879;0.0375;1.177;3753;;;;
98100;4.6745;0.0451;2.106;;;;;
98103;14.7474;0.0869;0.788;8000;2.177;33.414;;
98110;23.5482;0.1078;2.587;4830;11.082;55.028;;
98116;2.3894;0.0160;0.893;5286;15.116;156.851;;
98120;4.5559;0.0294;0.876;;;;;
98121;2.4054;0.0168;1.007;4007;39.835;793.806;;
98124;2.0254;0.0460;1.053;7995;4.097;768.208;;
98125;5.6015;0.0220;0.934;4762;;;;
98126;2.4908;0.0447;1.389;7775;2.698;365.940;;
98131;3.1460;0.0161;0.997;4115;;;;
98135;5.7911;0.0262;0.992;;3.060;29.323;;
98143;3.0600;0.0492;1.066;;;;;
98146;9.4106;0.0272;0.918;;1.835;37.641;;
98152;11.3484;0.0326;1.056;;2.064;15.411;;
98154;10.2715;0.0202;0.890;;2.528;14.810;;
98155;1.7848;0.0200;1.012;3855;48.930;1003.400;;
98156;3.0167;0.0259;0.931;8000;2.602;172.417;;
98158;1.9567;0.0219;0.979;3802;;;;
98163;3.2339;0.0314;1.049;3972;;;;
98166;3.1357;0.0149;1.056;4123;;;;
98168;3.7958;0.0319;1.155;;;;;
98171;2.3397;0.0727;3.350;4118;;;;
98174;11.0714;0.1138;1.365;;2.831;74.660;;
98182;5.2321;0.0285;0.864;8000;2.576;79.760;;
98183;2.7918;0.0170;1.024;4861;14.530;125.549;;
98187;6.1435;0.0277;0.903;;2.004;31.603;;
98188;2.1902;0.0236;0.897;;;;;
